flight_price,time,distance,days,hotel_price_per_day,gender,age,trip_gap_days,total_trip_cost,from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Sao Paulo (SP),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_firstClass,flightType_premium,agency_FlyingDrops,agency_Rainbow,place_Brasilia (DF),place_Campo Grande (MS),place_Florianopolis (SC),place_Natal (RN),place_Recife (PE),place_Rio de Janeiro (RJ),place_Salvador (BH),place_Sao Paulo (SP),company_Acme Factory,company_Monsters CYA,company_Umbrella LTDA,company_Wonka Company
1222.24,1.66,637.56,3,313.02,0,63,0,2161.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1389.37,1.69,650.1,4,60.39,0,63,0,1630.9299999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
670.13,1.26,486.52,1,139.1,0,63,0,809.23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
440.69,0.48,183.37,2,165.99,0,63,0,772.6700000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1074.75,1.76,676.53,4,313.02,0,63,0,2326.83,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
851.15,0.72,277.7,1,60.39,0,63,0,911.54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
604.14,1.44,555.74,1,312.83,0,63,0,916.97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1354.53,1.76,676.53,3,313.02,0,63,0,2293.59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
717.04,1.55,597.61,4,165.99,0,63,0,1381.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
884.94,1.66,637.56,2,313.02,0,63,0,1510.98,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
772.21,0.63,242.21,3,312.83,0,63,0,1710.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
861.68,2.05,788.55,3,263.41,0,63,0,1651.9099999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1007.72,1.55,597.61,1,165.99,0,63,0,1173.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
852.18,2.1,808.85,1,313.02,0,63,0,1165.1999999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1351.89,2.3,885.57,1,165.99,0,63,0,1517.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
875.41,1.44,555.74,4,312.83,0,63,0,2126.73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1371.83,1.76,676.53,3,313.02,0,63,0,2310.89,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1116.83,1.69,650.1,1,60.39,0,63,0,1177.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1096.58,0.72,277.7,3,60.39,0,63,0,1277.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
932.84,1.44,555.74,2,208.04,0,63,0,1348.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706.36,1.11,425.98,3,247.62,0,63,0,1449.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1069.12,1.39,535.4,4,60.39,0,63,0,1310.6799999999998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
472.72,1.11,425.98,1,247.62,0,63,0,720.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
615.59,1.39,535.4,1,60.39,0,63,0,675.98,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
730.43,1.02,392.76,3,139.1,0,63,0,1147.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
670.13,1.26,486.52,2,139.1,0,63,0,948.3299999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1434.91,1.43,550.69,2,242.88,0,63,0,1920.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
649.64,0.48,183.37,2,165.99,0,63,0,981.62,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1107.52,1.43,550.69,3,242.88,0,63,0,1836.1599999999999,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
964.83,2.16,830.86,4,263.41,0,63,0,2018.4700000000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1132.81,2.1,808.85,2,313.02,0,63,0,1758.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
832.77,1.39,535.4,3,60.39,0,32,0,1013.9399999999999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
730.43,1.02,392.76,1,139.1,0,32,0,869.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
629.54,0.72,277.7,1,60.39,0,32,0,689.93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
629.54,0.72,277.7,1,60.39,0,32,0,689.93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
410.79,1.02,392.76,1,139.1,0,32,0,549.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393.68,0.63,242.21,3,247.62,0,32,0,1136.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1300.81,1.44,555.74,3,208.04,0,32,0,1924.9299999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1181.19,1.44,555.74,4,208.04,0,32,0,2013.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1596.61,2.05,788.55,3,263.41,0,32,0,2386.84,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1181.19,1.44,555.74,3,208.04,0,32,0,1805.31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
583.6,0.72,277.7,1,60.39,0,32,0,643.99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
831.7,0.72,277.7,1,60.39,0,32,0,892.09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301.51,0.58,222.67,1,242.88,0,32,0,544.39,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
573.61,0.63,242.21,4,247.62,0,32,0,1564.0900000000001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
568.38,0.63,242.21,2,312.83,0,32,0,1194.04,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
852.18,2.1,808.85,3,313.02,0,32,0,1791.2399999999998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
545.95,1.26,486.52,3,139.1,0,32,0,963.25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1067.3,1.43,550.69,2,242.88,0,32,0,1553.06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1166.1,1.44,555.74,4,208.04,0,32,0,1998.2599999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434.91,1.43,550.69,3,242.88,0,53,0,2163.55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
706.36,1.11,425.98,3,247.62,0,53,0,1449.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
380.32,0.46,176.33,3,242.88,0,53,0,1108.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
756.3,1.02,392.76,4,139.1,0,53,0,1312.6999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
535.95,0.46,176.33,2,242.88,0,53,0,1021.71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
804.24,0.63,242.21,4,312.83,0,53,0,2055.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1070.54,1.76,676.53,2,313.02,0,53,0,1696.58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1387.89,1.69,650.1,2,60.39,0,53,0,1508.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
698.1,0.67,257.81,3,139.1,0,53,0,1115.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
869.13,2.1,808.85,1,313.02,0,53,0,1182.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1346.6,1.76,676.56,4,263.41,0,53,0,2400.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
684.88,1.44,555.74,3,208.04,0,53,0,1309.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174.97,2.1,808.85,4,313.02,0,53,0,2427.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
586.04,0.48,183.37,4,165.99,0,53,0,1250.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
721.93,0.63,242.21,3,247.62,0,53,0,1464.79,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
577.71,0.46,176.33,4,242.88,0,53,0,1549.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
835.21,1.44,555.74,2,312.83,0,53,0,1460.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1433.35,1.43,550.69,4,242.88,0,53,0,2404.87,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1214.82,1.11,425.98,2,208.04,0,53,0,1630.8999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1723.71,2.16,830.86,4,263.41,0,53,0,2777.3500000000004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
910.7,2.3,885.57,2,165.99,0,53,0,1242.68,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
756.3,1.02,392.76,2,139.1,0,53,0,1034.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1351.89,2.3,885.57,3,165.99,0,53,0,1849.8600000000001,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
548.62,1.11,425.98,3,247.62,0,53,0,1291.48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
670.13,1.26,486.52,3,139.1,0,53,0,1087.43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1288.79,2.16,830.86,2,263.41,0,53,0,1815.6100000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
959.29,1.11,425.98,1,247.62,0,53,0,1206.9099999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
573.61,0.63,242.21,3,247.62,0,53,0,1316.47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1174.97,2.1,808.85,2,313.02,0,53,0,1801.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
657.87,1.26,486.52,3,139.1,0,53,0,1075.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
538.95,0.67,257.81,4,139.1,0,53,0,1095.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721.93,0.63,242.21,3,247.62,0,53,0,1464.79,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1270.03,2.3,885.57,3,165.99,0,53,0,1768.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1249.83,2.05,788.55,3,263.41,0,53,0,2040.06,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1685.23,1.76,676.56,4,263.41,0,53,0,2738.87,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1070.54,1.76,676.53,2,313.02,0,53,0,1696.58,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1116.83,1.69,650.1,3,60.39,0,53,0,1298.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1684.05,2.16,830.86,4,263.41,0,53,0,2737.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
835.21,1.44,555.74,2,312.83,0,53,0,1460.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1009.71,0.72,277.7,4,60.39,0,53,0,1251.27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
427.25,0.46,176.33,1,242.88,0,53,0,670.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
851.15,0.72,277.7,2,60.39,0,53,0,971.93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1684.05,2.16,830.86,4,263.41,0,53,0,2737.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1499.93,2.1,808.85,4,313.02,0,53,0,2752.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1222.24,1.66,637.56,1,313.02,0,53,0,1535.26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1487.52,1.66,637.56,2,313.02,0,53,0,2113.56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1074.75,1.76,676.53,4,313.02,0,53,0,2326.83,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1189.86,1.55,597.61,3,165.99,0,53,0,1687.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1181.19,1.44,555.74,1,208.04,0,53,0,1389.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
889.07,1.66,637.56,1,313.02,0,53,0,1202.0900000000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
439.38,0.63,242.21,3,247.62,0,53,0,1182.24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
474.6,0.58,222.67,1,242.88,0,46,0,717.48,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
706.36,1.11,425.98,3,247.62,0,46,0,1449.22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
344.26,0.48,183.37,1,165.99,0,46,0,510.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
559.13,0.63,242.21,1,312.83,0,46,0,871.96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
548.62,1.11,425.98,4,247.62,0,46,0,1539.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1009.71,0.72,277.7,2,60.39,0,46,0,1130.49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1119.47,1.44,555.74,1,312.83,0,46,0,1432.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
559.13,0.63,242.21,4,312.83,0,46,0,1810.4499999999998,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
538.95,0.67,257.81,1,139.1,0,46,0,678.0500000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
598.61,0.46,176.33,2,242.88,0,46,0,1084.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1007.72,1.55,597.61,3,165.99,0,46,0,1505.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
898.04,1.11,425.98,4,247.62,0,46,0,1888.52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
669.83,0.58,222.67,4,242.88,0,46,0,1641.35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
884.94,1.66,637.56,3,313.02,0,46,0,1824.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
513.06,1.26,486.52,2,139.1,0,46,0,791.26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
586.04,0.48,183.37,1,165.99,0,46,0,752.03,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1596.61,2.05,788.55,1,263.41,0,46,0,1860.02,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
965.62,1.11,425.98,3,208.04,0,46,0,1589.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1723.71,2.16,830.86,3,263.41,0,46,0,2513.94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
669.83,0.58,222.67,1,242.88,0,46,0,912.71,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1515.79,2.1,808.85,3,313.02,0,46,0,2454.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1576.97,1.66,637.56,2,313.02,0,46,0,2203.01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
712.64,1.55,597.61,2,165.99,0,46,0,1044.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1069.12,1.39,535.4,4,60.39,0,46,0,1310.6799999999998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
421.2,0.63,242.21,3,312.83,0,46,0,1359.69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
457.95,0.48,183.37,3,165.99,0,46,0,955.9200000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
910.7,2.3,885.57,1,165.99,0,46,0,1076.69,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515.79,2.1,808.85,4,313.02,0,46,0,2767.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
698.1,0.67,257.81,3,139.1,0,46,0,1115.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
457.95,0.48,183.37,2,165.99,0,46,0,789.9300000000001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
563.71,1.39,535.4,3,60.39,0,46,0,744.88,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393.68,0.63,242.21,1,247.62,0,46,0,641.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1270.03,2.3,885.57,2,165.99,0,46,0,1602.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
548.62,1.11,425.98,1,247.62,0,46,0,796.24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
943.36,2.16,830.86,2,263.41,0,46,0,1470.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
712.64,1.55,597.61,1,165.99,0,46,0,878.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
958.15,1.76,676.56,2,263.41,0,46,0,1484.97,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1096.58,0.72,277.7,1,60.39,0,46,0,1156.97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371.04,0.48,183.37,1,165.99,0,46,0,537.03,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
831.7,0.72,277.7,4,60.39,0,46,0,1073.26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
964.83,2.16,830.86,3,263.41,0,46,0,1755.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577.71,0.46,176.33,1,242.88,0,46,0,820.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1582.41,2.1,808.85,1,313.02,0,46,0,1895.43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
457.95,0.48,183.37,4,165.99,0,46,0,1121.91,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515.79,2.1,808.85,4,313.02,0,46,0,2767.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
629.54,0.72,277.7,2,60.39,0,46,0,750.3199999999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1596.61,2.05,788.55,4,263.41,0,46,0,2650.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
958.15,1.76,676.56,3,263.41,0,46,0,1748.38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
393.68,0.63,242.21,3,247.62,0,46,0,1136.54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
861.68,2.05,788.55,3,263.41,0,46,0,1651.9099999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
